R_fighter;B_fighter;Winner
Matt Arroyo;John Kolosci;Matt Arroyo
Ben Saunders;Dan Barrera;Ben Saunders
Mac Danzig;Tommy Speer;Mac Danzig
Roger Huerta;Clay Guida;Roger Huerta
George Sotiropoulos;Billy Miles;George Sotiropoulos
Jonathan Goulet;Paul Georgieff;Jonathan Goulet
Ed Herman;Joe Doerksen;Ed Herman
Frankie Edgar;Spencer Fisher;Frankie Edgar
Thiago Silva;Houston Alexander;Thiago Silva
Marcus Aurelio;Luke Caudillo;Marcus Aurelio
Joe Lauzon;Jason Reinhardt;Joe Lauzon
Thiago Alves;Chris Lytle;Thiago Alves
Rashad Evans;Michael Bisping;Rashad Evans
Karo Parisyan;Ryo Chonan;Karo Parisyan
Akihiro Gono;Tamdan McCrory;Akihiro Gono
Tim Sylvia;Brandon Vera;Tim Sylvia
Yushin Okami;Jason MacDonald;Yushin Okami
Joshua Burkman;Forrest Petz;Joshua Burkman
Alvin Robinson;Jorge Gurgel;Alvin Robinson
Anderson Silva;Rich Franklin;Anderson Silva
Demian Maia;Ryan Jensen;Demian Maia
Stephan Bonnar;Eric Schafer;Stephan Bonnar
Alan Belcher;Kalib Starnes;Alan Belcher
Matt Grice;Jason Black;Matt Grice
Rich Clementi;Anthony Johnson;Rich Clementi
Jeremy Stephens;Diego Saraiva;Jeremy Stephens
Jon Fitch;Diego Sanchez;Jon Fitch
Forrest Griffin;Mauricio Rua;Forrest Griffin
Lyoto Machida;Kazuhiro Nakamura;Lyoto Machida
Christian Wellisch;Scott Junk;Christian Wellisch
Keith Jardine;Chuck Liddell;Keith Jardine
Tyson Griffin;Thiago Tavares;Tyson Griffin
Matt Wiman;Michihiro Omigawa;Matt Wiman
Kenny Florian;Din Thomas;Kenny Florian
Chris Leben;Terry Martin;Chris Leben
Gray Maynard;Joe Veres;Gray Maynard
Thiago Alves;Kuniyoshi Hironaka;Thiago Alves
Cole Miller;Leonard Garcia;Cole Miller
Luke Cummo;Edilberto de Oliveira;Luke Cummo
Nate Quarry;Pete Sell;Nate Quarry
Nate Diaz;Junior Assuncao;Nate Diaz
Dustin Hazelett;Jonathan Goulet;Dustin Hazelett
Houston Alexander;Alessio Sakara;Houston Alexander
Thiago Silva;Tomasz Drwal;Thiago Silva
Cheick Kongo;Mirko Filipovic;Cheick Kongo
Michael Bisping;Matt Hamill;Michael Bisping
Dennis Siver;Naoyuki Kotani;Dennis Siver
Gleison Tibau;Terry Etim;Gleison Tibau
Marcus Davis;Paul Taylor;Marcus Davis
Jess Liaudin;Anthony Torres;Jess Liaudin
Quinton Jackson;Dan Henderson;Quinton Jackson
Roger Huerta;Alberto Crane;Roger Huerta
Renato Sobral;David Heath;Renato Sobral
Patrick Cote;Kendall Grove;Patrick Cote
Randy Couture;Gabriel Gonzaga;Randy Couture
Frank Mir;Antoni Hardonk;Frank Mir
Georges St-Pierre;Josh Koscheck;Georges St-Pierre
Joe Stevenson;Kurt Pellegrino;Joe Stevenson
Clay Guida;Marcus Aurelio;Clay Guida
Thales Leites;Ryan Jensen;Thales Leites
Anderson Silva;Nate Marquardt;Anderson Silva
Rashad Evans;Tito Ortiz;
Kenny Florian;Alvin Robinson;Kenny Florian
Antonio Rodrigo Nogueira;Heath Herring;Antonio Rodrigo Nogueira
Chris Lytle;Jason Gilliam;Chris Lytle
Sean Sherk;Hermes Franca;Sean Sherk
Jorge Gurgel;Diego Saraiva;Jorge Gurgel
Stephan Bonnar;Mike Nickels;Stephan Bonnar
Frankie Edgar;Mark Bocek;Frankie Edgar
Roger Huerta;Doug Evans;Roger Huerta
Leonard Garcia;Allen Berube;Leonard Garcia
Gray Maynard;Rob Emerson;
Thales Leites;Floyd Sword;Thales Leites
Nate Diaz;Manvel Gamburyan;Nate Diaz
BJ Penn;Jens Pulver;BJ Penn
Matt Wiman;Brian Geraghty;Matt Wiman
Cole Miller;Andy Wang;Cole Miller
Joe Lauzon;Brandon Melendez;Joe Lauzon
Marcus Davis;Jason Tan;Marcus Davis
Ed Herman;Scott Smith;Ed Herman
Eddie Sanchez;Colin Robinson;Eddie Sanchez
Tyson Griffin;Clay Guida;Tyson Griffin
Forrest Griffin;Hector Ramirez;Forrest Griffin
Dustin Hazelett;Stevie Lynch;Dustin Hazelett
Jason MacDonald;Rory Singer;Jason MacDonald
Rich Franklin;Yushin Okami;Rich Franklin
Gleison Tibau;Jeff Cox;Gleison Tibau
Drew McFedries;Jordan Radev;Drew McFedries
Jon Fitch;Roan Carneiro;Jon Fitch
Tamdan McCrory;Pete Spratt;Tamdan McCrory
Anthony Johnson;Chad Reiner;Anthony Johnson
Forrest Petz;Luigi Fioravanti;Forrest Petz
Spencer Fisher;Sam Stout;Spencer Fisher
Thiago Tavares;Jason Black;Thiago Tavares
Nate Mohr;Luke Caudillo;Nate Mohr
Terry Martin;Ivan Salaverry;Terry Martin
Quinton Jackson;Chuck Liddell;Quinton Jackson
Din Thomas;Jeremy Stephens;Din Thomas
Thiago Silva;James Irvin;Thiago Silva
Alan Belcher;Sean Salmon;Alan Belcher
Karo Parisyan;Joshua Burkman;Karo Parisyan
Kalib Starnes;Chris Leben;Kalib Starnes
Houston Alexander;Keith Jardine;Houston Alexander
Wilson Gouveia;Carmelo Marrero;Wilson Gouveia
Lyoto Machida;David Heath;Lyoto Machida
Terry Etim;Matt Grice;Terry Etim
Andrei Arlovski;Fabricio Werdum;Andrei Arlovski
Junior Assuncao;David Lee;Junior Assuncao
Alessio Sakara;Victor Valimaki;Alessio Sakara
Gabriel Gonzaga;Mirko Filipovic;Gabriel Gonzaga
Cheick Kongo;Assuerio Silva;Cheick Kongo
Michael Bisping;Elvis Sinosic;Michael Bisping
Jess Liaudin;Dennis Siver;Jess Liaudin
Paul Taylor;Edilberto de Oliveira;Paul Taylor
Kendall Grove;Alan Belcher;Kendall Grove
Roger Huerta;Leonard Garcia;Roger Huerta
Yushin Okami;Mike Swick;Yushin Okami
Matt Serra;Georges St-Pierre;Matt Serra
Josh Koscheck;Diego Sanchez;Josh Koscheck
Heath Herring;Brad Imes;Heath Herring
Marcus Davis;Pete Spratt;Marcus Davis
Thales Leites;Pete Sell;Thales Leites
Luke Cummo;Josh Haynes;Luke Cummo
Kurt Pellegrino;Nate Mohr;Kurt Pellegrino
Kuniyoshi Hironaka;Forrest Petz;Kuniyoshi Hironaka
Joe Stevenson;Melvin Guillard;Joe Stevenson
Drew Fickett;Keita Nakamura;Drew Fickett
Roan Carneiro;Rich Clementi;Roan Carneiro
Kenny Florian;Dokonjonosuke Mishima;Kenny Florian
Justin McCully;Antoni Hardonk;Justin McCully
Wilson Gouveia;Seth Petruzelli;Wilson Gouveia
Thiago Tavares;Naoyuki Kotani;Thiago Tavares
Matt Hughes;Chris Lytle;Matt Hughes
Randy Couture;Tim Sylvia;Randy Couture
Jon Fitch;Luigi Fioravanti;Jon Fitch
Rich Franklin;Jason MacDonald;Rich Franklin
Gleison Tibau;Jason Dent;Gleison Tibau
Matt Hamill;Rex Holman;Matt Hamill
Martin Kampmann;Drew McFedries;Martin Kampmann
Jason Lambert;Renato Sobral;Jason Lambert
Jamie Varner;Jason Gilliam;Jamie Varner
Mirko Filipovic;Eddie Sanchez;Mirko Filipovic
Terry Martin;Jorge Rivera;Terry Martin
Quinton Jackson;Marvin Eastman;Quinton Jackson
Patrick Cote;Scott Smith;Patrick Cote
Lyoto Machida;Sam Hoger;Lyoto Machida
Anderson Silva;Travis Lutter;Anderson Silva
Frankie Edgar;Tyson Griffin;Frankie Edgar
Roger Huerta;John Halverson;Roger Huerta
Dustin Hazelett;Diego Saraiva;Dustin Hazelett
Rashad Evans;Sean Salmon;Rashad Evans
Jake O'Brien;Heath Herring;Jake O'Brien
Rich Clementi;Ross Pointon;Rich Clementi
Din Thomas;Clay Guida;Din Thomas
Joshua Burkman;Chad Reiner;Joshua Burkman
Ed Herman;Chris Price;Ed Herman
Hermes Franca;Spencer Fisher;Hermes Franca
Nate Marquardt;Dean Lister;Nate Marquardt
Gabriel Gonzaga;Carmelo Marrero;Gabriel Gonzaga
Jason MacDonald;Chris Leben;Jason MacDonald
Michael Bisping;Eric Schafer;Michael Bisping
Keith Jardine;Forrest Griffin;Keith Jardine
Chuck Liddell;Tito Ortiz;Chuck Liddell
Yushin Okami;Rory Singer;Yushin Okami
Andrei Arlovski;Marcio Cruz;Andrei Arlovski
Thiago Alves;Tony DeSouza;Thiago Alves
Christian Wellisch;Anthony Perosh;Christian Wellisch
David Heath;Victor Valimaki;David Heath
Josh Koscheck;Jeff Joslin;Josh Koscheck
Luigi Fioravanti;Dave Menne;Luigi Fioravanti
Alan Belcher;Jorge Santiago;Alan Belcher
Diego Sanchez;Joe Riggs;Diego Sanchez
Marcus Davis;Shonie Carter;Marcus Davis
Karo Parisyan;Drew Fickett;Karo Parisyan
Brock Larson;Keita Nakamura;Brock Larson
Logan Clark;Steve Byrnes;Logan Clark
Joe Stevenson;Dokonjonosuke Mishima;Joe Stevenson
James Irvin;Hector Ramirez;James Irvin
Brandon Vera;Frank Mir;Brandon Vera
Georges St-Pierre;Matt Hughes;Georges St-Pierre
Drew McFedries;Alessio Sakara;Drew McFedries
Antoni Hardonk;Sherman Pendergarst;Antoni Hardonk
Tim Sylvia;Jeff Monson;Tim Sylvia
Nick Diaz;Gleison Tibau;Nick Diaz
Jake O'Brien;Josh Shockman;Jake O'Brien
Travis Lutter;Patrick Cote;Travis Lutter
Martin Kampmann;Thales Leites;Martin Kampmann
Pete Spratt;Jeremy Jackson;Pete Spratt
Scott Smith;Pete Sell;Scott Smith
Matt Serra;Chris Lytle;Matt Serra
Jorge Rivera;Edwin DeWees;Jorge Rivera
Charles McCarthy;Gideon Ray;Charles McCarthy
Din Thomas;Rich Clementi;Din Thomas
Anderson Silva;Rich Franklin;Anderson Silva
Clay Guida;Justin James;Clay Guida
Spencer Fisher;Dan Lauzon;Spencer Fisher
Carmelo Marrero;Cheick Kongo;Carmelo Marrero
Yushin Okami;Kalib Starnes;Yushin Okami
Kurt Pellegrino;Junior Assuncao;Kurt Pellegrino
Jon Fitch;Kuniyoshi Hironaka;Jon Fitch
Sean Sherk;Kenny Florian;Sean Sherk
Matt Hamill;Seth Petruzelli;Matt Hamill
Tito Ortiz;Ken Shamrock;Tito Ortiz
Tony DeSouza;Dustin Hazelett;Tony DeSouza
Thiago Alves;John Alessio;Thiago Alves
Nate Marquardt;Crafton Wallace;Nate Marquardt
Kendall Grove;Chris Price;Kendall Grove
Rory Singer;Josh Haynes;Rory Singer
Jason MacDonald;Ed Herman;Jason MacDonald
Marcus Davis;Forrest Petz;Marcus Davis
Joe Lauzon;Jens Pulver;Joe Lauzon
Jorge Gurgel;Danny Abbadi;Jorge Gurgel
Eddie Sanchez;Mario Neto;Eddie Sanchez
Melvin Guillard;Gabe Ruediger;Melvin Guillard
Matt Hughes;BJ Penn;Matt Hughes
Rashad Evans;Jason Lambert;Rashad Evans
Mike Swick;David Loiseau;Mike Swick
Tyson Griffin;David Lee;Tyson Griffin
Roger Huerta;Jason Dent;Roger Huerta
David Heath;Cory Walmsley;David Heath
Wilson Gouveia;Wes Combs;Wilson Gouveia
Chuck Liddell;Renato Sobral;Chuck Liddell
Nick Diaz;Josh Neer;Nick Diaz
Cheick Kongo;Christian Wellisch;Cheick Kongo
Hermes Franca;Jamie Varner;Hermes Franca
Eric Schafer;Rob MacDonald;Eric Schafer
Forrest Griffin;Stephan Bonnar;Forrest Griffin
Yushin Okami;Alan Belcher;Yushin Okami
Martin Kampmann;Crafton Wallace;Martin Kampmann
Chris Leben;Jorge Santiago;Chris Leben
Forrest Petz;Sammy Morgan;Forrest Petz
Joe Riggs;Jason Von Flue;Joe Riggs
Diego Sanchez;Karo Parisyan;Diego Sanchez
Josh Koscheck;Jonathan Goulet;Josh Koscheck
Jake O'Brien;Kristof Midoux;Jake O'Brien
Dean Lister;Yuki Sasaki;Dean Lister
Anthony Torres;Pat Healy;Anthony Torres
Tito Ortiz;Ken Shamrock;Tito Ortiz
Tim Sylvia;Andrei Arlovski;Tim Sylvia
Jeff Monson;Anthony Perosh;Jeff Monson
Cheick Kongo;Gilbert Aldana;Cheick Kongo
Frank Mir;Dan Christison;Frank Mir
Joe Stevenson;Yves Edwards;Joe Stevenson
Hermes Franca;Joe Jordan;Hermes Franca
Joshua Burkman;Josh Neer;Joshua Burkman
Drew Fickett;Kurt Pellegrino;Drew Fickett
Jonathan Goulet;Luke Cummo;Jonathan Goulet
Rashad Evans;Stephan Bonnar;Rashad Evans
Rob MacDonald;Kristian Rothaermel;Rob MacDonald
Mark Hominick;Jorge Gurgel;Mark Hominick
Anderson Silva;Chris Leben;Anderson Silva
Jon Fitch;Thiago Alves;Jon Fitch
Jason Lambert;Branden Lee Hinkle;Jason Lambert
Josh Koscheck;Dave Menne;Josh Koscheck
Jorge Santiago;Justin Levens;Jorge Santiago
Rory Singer;Ross Pointon;Rory Singer
Kalib Starnes;Danny Abbadi;Kalib Starnes
Michael Bisping;Josh Haynes;Michael Bisping
Kendall Grove;Ed Herman;Kendall Grove
Luigi Fioravanti;Solomon Hutcherson;Luigi Fioravanti
Matt Hamill;Jesse Forbes;Matt Hamill
Kenny Florian;Sam Stout;Kenny Florian
Keith Jardine;Wilson Gouveia;Keith Jardine
Mike Nickels;Wes Combs;Mike Nickels
Matt Hughes;Royce Gracie;Matt Hughes
Dean Lister;Alessio Sakara;Dean Lister
Brandon Vera;Assuerio Silva;Brandon Vera
Diego Sanchez;John Alessio;Diego Sanchez
Mike Swick;Joe Riggs;Mike Swick
Jeremy Horn;Chael Sonnen;Jeremy Horn
Gabriel Gonzaga;Fabiano Scherner;Gabriel Gonzaga
Spencer Fisher;Matt Wiman;Spencer Fisher
Melvin Guillard;Rick Davis;Melvin Guillard
Tim Sylvia;Andrei Arlovski;Tim Sylvia
Jeff Monson;Marcio Cruz;Jeff Monson
Evan Tanner;Justin Levens;Evan Tanner
Tito Ortiz;Forrest Griffin;Tito Ortiz
Sean Sherk;Nick Diaz;Sean Sherk
Karo Parisyan;Nick Thompson;Karo Parisyan
Jason Lambert;Terry Martin;Jason Lambert
David Terrell;Scott Smith;David Terrell
Thiago Alves;Derrick Noble;Thiago Alves
Dan Christison;Brad Imes;Dan Christison
Luke Cummo;Jason Von Flue;Luke Cummo
Stephan Bonnar;Keith Jardine;Stephan Bonnar
Chris Leben;Luigi Fioravanti;Chris Leben
Rashad Evans;Sam Hoger;Rashad Evans
Josh Koscheck;Ansar Chalangov;Josh Koscheck
Jon Fitch;Joshua Burkman;Jon Fitch
Josh Neer;Joe Stevenson;Josh Neer
Chael Sonnen;Trevor Prangley;Chael Sonnen
Jason Lambert;Rob MacDonald;Jason Lambert
Mike Swick;Steve Vigneault;Mike Swick
Georges St-Pierre;BJ Penn;Georges St-Pierre
Rich Franklin;David Loiseau;Rich Franklin
Tom Murphy;Icho Larenas;Tom Murphy
Sam Stout;Spencer Fisher;Sam Stout
Mark Hominick;Yves Edwards;Mark Hominick
Nate Marquardt;Joe Doerksen;Nate Marquardt
Jeff Monson;Branden Lee Hinkle;Jeff Monson
Joe Riggs;Nick Diaz;Joe Riggs
Alessio Sakara;Elvis Sinosic;Alessio Sakara
Brandon Vera;Justin Eilers;Brandon Vera
Chuck Liddell;Randy Couture;Chuck Liddell
Paul Buentello;Gilbert Aldana;Paul Buentello
Marcio Cruz;Frank Mir;Marcio Cruz
Renato Sobral;Mike van Arsdale;Renato Sobral
Keith Jardine;Mike Whitehead;Keith Jardine
Josh Neer;Melvin Guillard;Josh Neer
Duane Ludwig;Jonathan Goulet;Duane Ludwig
Tim Sylvia;Assuerio Silva;Tim Sylvia
Spencer Fisher;Aaron Riley;Spencer Fisher
Jason Von Flue;Alex Karalexis;Jason Von Flue
Joshua Burkman;Drew Fickett;Joshua Burkman
Chris Leben;Jorge Rivera;Chris Leben
Stephan Bonnar;James Irvin;Stephan Bonnar
Thiago Alves;Ansar Chalangov;Thiago Alves
Rich Franklin;Nate Quarry;Rich Franklin
Georges St-Pierre;Sean Sherk;Georges St-Pierre
Jeremy Horn;Trevor Prangley;Jeremy Horn
Sam Hoger;Jeff Newton;Sam Hoger
Nick Thompson;Keith Wisniewski;Nick Thompson
Matt Hughes;Joe Riggs;Matt Hughes
Gabriel Gonzaga;Kevin Jordan;Gabriel Gonzaga
Joshua Burkman;Sammy Morgan;Joshua Burkman
Rashad Evans;Brad Imes;Rashad Evans
Diego Sanchez;Nick Diaz;Diego Sanchez
Kenny Florian;Kit Cope;Kenny Florian
Joe Stevenson;Luke Cummo;Joe Stevenson
Keith Jardine;Kerry Schall;Keith Jardine
Melvin Guillard;Marcus Davis;Melvin Guillard
Andrei Arlovski;Paul Buentello;Andrei Arlovski
Joe Riggs;Chris Lytle;Joe Riggs
Branden Lee Hinkle;Sean Gannon;Branden Lee Hinkle
Forrest Griffin;Elvis Sinosic;Forrest Griffin
Marcio Cruz;Keigo Kunihara;Marcio Cruz
Renato Sobral;Chael Sonnen;Renato Sobral
Alessio Sakara;Ron Faircloth;
Jorge Rivera;Dennis Hallman;Jorge Rivera
Jon Fitch;Brock Larson;Jon Fitch
Spencer Fisher;Thiago Alves;Spencer Fisher
David Loiseau;Evan Tanner;David Loiseau
Brandon Vera;Fabiano Scherner;Brandon Vera
Drew Fickett;Josh Koscheck;Drew Fickett
Jonathan Goulet;Jay Hieron;Jonathan Goulet
Chris Leben;Edwin DeWees;Chris Leben
Randy Couture;Mike van Arsdale;Randy Couture
Tim Sylvia;Tra Telligman;Tim Sylvia
Chuck Liddell;Jeremy Horn;Chuck Liddell
Trevor Prangley;Travis Lutter;Trevor Prangley
Georges St-Pierre;Frank Trigg;Georges St-Pierre
James Irvin;Terry Martin;James Irvin
Diego Sanchez;Brian Gassaway;Diego Sanchez
Matt Lindland;Joe Doerksen;Matt Lindland
Kenny Florian;Alex Karalexis;Kenny Florian
Drew Fickett;Josh Neer;Drew Fickett
Nate Quarry;Pete Sell;Nate Quarry
Josh Koscheck;Pete Spratt;Josh Koscheck
Mike Swick;Gideon Ray;Mike Swick
Chris Leben;Patrick Cote;Chris Leben
Nate Marquardt;Ivan Salaverry;Nate Marquardt
Stephan Bonnar;Sam Hoger;Stephan Bonnar
David Loiseau;Charles McCarthy;David Loiseau
Rich Franklin;Evan Tanner;Rich Franklin
Paul Buentello;Kevin Jordan;Paul Buentello
Nick Diaz;Koji Oishi;Nick Diaz
Karo Parisyan;Matt Serra;Karo Parisyan
Nate Quarry;Shonie Carter;Nate Quarry
Forrest Griffin;Bill Mahood;Forrest Griffin
Andrei Arlovski;Justin Eilers;Andrei Arlovski
Matt Hughes;Frank Trigg;Matt Hughes
Joe Doerksen;Patrick Cote;Joe Doerksen
Chuck Liddell;Randy Couture;Chuck Liddell
Matt Lindland;Travis Lutter;Matt Lindland
Georges St-Pierre;Jason Miller;Georges St-Pierre
Mike van Arsdale;John Marsh;Mike van Arsdale
Renato Sobral;Travis Wiuff;Renato Sobral
Ivan Salaverry;Joe Riggs;Ivan Salaverry
Rich Franklin;Ken Shamrock;Rich Franklin
Forrest Griffin;Stephan Bonnar;Forrest Griffin
Sam Hoger;Bobby Southworth;Sam Hoger
Diego Sanchez;Kenny Florian;Diego Sanchez
Josh Koscheck;Chris Sanford;Josh Koscheck
Nate Quarry;Lodune Sincaid;Nate Quarry
Mike Swick;Alex Schoenauer;Mike Swick
Chris Leben;Jason Thacker;Chris Leben
Alex Karalexis;Josh Rafferty;Alex Karalexis
Evan Tanner;David Terrell;Evan Tanner
Paul Buentello;Justin Eilers;Paul Buentello
David Loiseau;Gideon Ray;David Loiseau
Andrei Arlovski;Tim Sylvia;Andrei Arlovski
Karo Parisyan;Chris Lytle;Karo Parisyan
Pete Sell;Phil Baroni;Pete Sell
Tito Ortiz;Vitor Belfort;Tito Ortiz
Mike Kyle;James Irvin;Mike Kyle
Nick Diaz;Drew Fickett;Nick Diaz
Tito Ortiz;Patrick Cote;Tito Ortiz
Frank Trigg;Renato Verissimo;Frank Trigg
Matt Hughes;Georges St-Pierre;Matt Hughes
Evan Tanner;Robbie Lawler;Evan Tanner
Travis Lutter;Marvin Eastman;Travis Lutter
Rich Franklin;Jorge Rivera;Rich Franklin
Ivan Salaverry;Tony Fryklund;Ivan Salaverry
Justin Eilers;Mike Kyle;Justin Eilers
Karo Parisyan;Nick Diaz;Karo Parisyan
Joe Riggs;Joe Doerksen;Joe Riggs
David Terrell;Matt Lindland;David Terrell
Yves Edwards;Josh Thomson;Yves Edwards
Randy Couture;Vitor Belfort;Randy Couture
Chris Lytle;Ronald Jhun;Chris Lytle
Chuck Liddell;Vernon White;Chuck Liddell
Georges St-Pierre;Jay Hieron;Georges St-Pierre
Matt Hughes;Renato Verissimo;Matt Hughes
Evan Tanner;Phil Baroni;Evan Tanner
Trevor Prangley;Curtis Stout;Trevor Prangley
Matt Serra;Ivan Menjivar;Matt Serra
Frank Mir;Tim Sylvia;Frank Mir
Frank Trigg;Dennis Hallman;Frank Trigg
Ken Shamrock;Kimo Leopoldo;Ken Shamrock
Mike Kyle;Wes Sims;Mike Kyle
Andrei Arlovski;Wesley Correira;Andrei Arlovski
Genki Sudo;Mike Brown;Genki Sudo
Yves Edwards;Hermes Franca;Yves Edwards
Jonathan Wiezorek;Wade Shipp;Jonathan Wiezorek
Chris Lytle;Tiki Ghosn;Chris Lytle
Nick Diaz;Robbie Lawler;Nick Diaz
Chuck Liddell;Tito Ortiz;Chuck Liddell
Vitor Belfort;Randy Couture;Vitor Belfort
Georges St-Pierre;Karo Parisyan;Georges St-Pierre
Josh Thomson;Hermes Franca;Josh Thomson
Matt Serra;Jeff Curran;Matt Serra
Renato Verissimo;Carlos Newton;Renato Verissimo
Lee Murray;Jorge Rivera;Lee Murray
BJ Penn;Matt Hughes;BJ Penn
Frank Mir;Wes Sims;Frank Mir
Evan Tanner;Phil Baroni;Evan Tanner
Robbie Lawler;Chris Lytle;Robbie Lawler
Matt Hughes;Frank Trigg;Matt Hughes
Matt Lindland;Falaniko Vitale;Matt Lindland
Wesley Correira;David Abbott;Wesley Correira
Yves Edwards;Nick Agallar;Yves Edwards
Pedro Rizzo;Ricco Rodriguez;Pedro Rizzo
Keith Rockel;Chris Liguori;Keith Rockel
Andrei Arlovski;Vladimir Matyushenko;Andrei Arlovski
Nick Diaz;Jeremy Jackson;Nick Diaz
Rich Franklin;Edwin DeWees;Rich Franklin
Jorge Rivera;David Loiseau;Jorge Rivera
Tim Sylvia;Gan McGee;Tim Sylvia
Josh Thomson;Gerald Strebendt;Josh Thomson
Randy Couture;Tito Ortiz;Randy Couture
Karo Parisyan;Dave Strasser;Karo Parisyan
Hermes Franca;Caol Uno;Hermes Franca
Frank Mir;Wes Sims;Frank Mir
Falaniko Vitale;Matt Lindland;Falaniko Vitale
Pedro Rizzo;Tra Telligman;Pedro Rizzo
Randy Couture;Chuck Liddell;Randy Couture
Kimo Leopoldo;David Abbott;Kimo Leopoldo
Vernon White;Ian Freeman;
Yves Edwards;Eddie Ruiz;Yves Edwards
Vitor Belfort;Marvin Eastman;Vitor Belfort
Pete Spratt;Robbie Lawler;Pete Spratt
Rich Franklin;Evan Tanner;Rich Franklin
Hermes Franca;Richard Crunkilton;Hermes Franca
David Loiseau;Mark Weir;David Loiseau
Dave Strasser;Romie Aram;Dave Strasser
Wesley Correira;Sean Alvarez;Wesley Correira
Matt Hughes;Sean Sherk;Matt Hughes
Duane Ludwig;Genki Sudo;Duane Ludwig
Tim Sylvia;Ricco Rodriguez;Tim Sylvia
Frank Mir;David Abbott;Frank Mir
Matt Lindland;Phil Baroni;Matt Lindland
Vladimir Matyushenko;Pedro Rizzo;Vladimir Matyushenko
BJ Penn;Caol Uno;
Yves Edwards;Rich Clementi;Yves Edwards
Gan McGee;Alexandre Dantas;Gan McGee
Din Thomas;Matt Serra;Din Thomas
Robbie Lawler;Tiki Ghosn;Robbie Lawler
Carlos Newton;Pete Spratt;Carlos Newton
Andrei Arlovski;Ian Freeman;Andrei Arlovski
Chuck Liddell;Renato Sobral;Chuck Liddell
Phillip Miller;Mark Weir;Phillip Miller
Matt Hughes;Gil Castillo;Matt Hughes
Vladimir Matyushenko;Travis Wiuff;Vladimir Matyushenko
Tito Ortiz;Ken Shamrock;Tito Ortiz
Caol Uno;Din Thomas;Caol Uno
Gan McGee;Pedro Rizzo;Gan McGee
Matt Lindland;Ivan Salaverry;Matt Lindland
Ricco Rodriguez;Randy Couture;Ricco Rodriguez
Sean Sherk;Benji Radach;Sean Sherk
BJ Penn;Matt Serra;BJ Penn
Tim Sylvia;Wesley Correira;Tim Sylvia
Phil Baroni;Dave Menne;Phil Baroni
Ian Freeman;Frank Mir;Ian Freeman
Renato Sobral;Elvis Sinosic;Renato Sobral
Matt Hughes;Carlos Newton;Matt Hughes
Phillip Miller;James Zikic;Phillip Miller
Mark Weir;Eugene Jackson;Mark Weir
Genki Sudo;Leigh Remedios;Genki Sudo
Evan Tanner;Chris Haseman;Evan Tanner
Chuck Liddell;Vitor Belfort;Chuck Liddell
Robbie Lawler;Steve Berger;Robbie Lawler
Yves Edwards;Joao Pierini;Yves Edwards
Pete Spratt;Zach Light;Pete Spratt
Tony Fryklund;Rodrigo Ruas;Tony Fryklund
Benji Radach;Nick Serra;Benji Radach
Benji Radach;Steve Berger;
Caol Uno;Yves Edwards;Caol Uno
Robbie Lawler;Aaron Riley;Robbie Lawler
Murilo Bustamante;Matt Lindland;Murilo Bustamante
Phil Baroni;Amar Suloev;Phil Baroni
Ivan Salaverry;Andrei Semenov;Ivan Salaverry
Ricco Rodriguez;Tsuyoshi Kohsaka;Ricco Rodriguez
BJ Penn;Paul Creighton;BJ Penn
Evan Tanner;Elvis Sinosic;Evan Tanner
Pedro Rizzo;Andrei Arlovski;Pedro Rizzo
Matt Serra;Kelly Dullanty;Matt Serra
Frank Mir;Pete Williams;Frank Mir
Matt Hughes;Hayato Sakurai;Matt Hughes
Sean Sherk;Jutaro Nakao;Sean Sherk
Josh Barnett;Randy Couture;Josh Barnett
Matt Lindland;Pat Miletich;Matt Lindland
Eugene Jackson;Keith Rockel;Eugene Jackson
Chuck Liddell;Amar Suloev;Chuck Liddell
Gil Castillo;Chris Brennan;Gil Castillo
Ricco Rodriguez;Jeff Monson;Ricco Rodriguez
Murilo Bustamante;Dave Menne;Murilo Bustamante
Jens Pulver;BJ Penn;Jens Pulver
Kevin Randleman;Renato Sobral;Kevin Randleman
Andrei Semenov;Ricardo Almeida;Andrei Semenov
BJ Penn;Caol Uno;BJ Penn
Matt Lindland;Phil Baroni;Matt Lindland
Matt Hughes;Carlos Newton;Matt Hughes
Evan Tanner;Homer Moore;Evan Tanner
Ricco Rodriguez;Pete Williams;Ricco Rodriguez
Randy Couture;Pedro Rizzo;Randy Couture
Josh Barnett;Bobby Hoffman;Josh Barnett
Frank Mir;Roberto Traven;Frank Mir
Ricardo Almeida;Eugene Jackson;Ricardo Almeida
Dave Menne;Gil Castillo;Dave Menne
Chuck Liddell;Murilo Bustamante;Chuck Liddell
Tito Ortiz;Vladimir Matyushenko;Tito Ortiz
Matt Serra;Yves Edwards;Matt Serra
Jens Pulver;Dennis Hallman;Jens Pulver
